motif,0,1,2,3,4,5,6,7,8,9
+0+1+1+0+1+1,247,294,468,435,400,518,397,390,587,457
+0+1+1+0+2+1,147,99,233,252,161,253,223,225,267,252
+0+1+1+0-1+1,7,2,4,1,3,10,5,2,3,13
+0+1+1+0-2+1,7,2,0,2,2,3,5,3,6,3
+0+1+1+0+0+1,38,26,77,49,58,74,57,49,105,66
+0+1+2+1+1+1,176,184,274,355,247,285,306,279,331,320
+0+1+2+1+1+2,23,36,47,57,30,45,72,42,65,42
+0+1+2+1+1-1,13,16,9,25,21,14,27,6,9,18
+0+1+2+1+1-2,2,4,2,6,1,4,4,4,5,3
+0+1+2+1+1+0,346,363,441,513,489,549,598,622,628,511
+0+1+2+1+2+1,56,89,120,137,89,131,121,151,150,148
+0+1+2+1+2+2,101,73,114,114,114,130,136,110,186,160
+0+1+2+1+2-1,2,0,2,2,3,8,1,3,1,2
+0+1+2+1+2-2,0,0,0,1,0,4,0,2,0,0
+0+1+2+1-1+1,3,5,1,1,4,1,8,5,5,4
+0+1+2+1-1+2,0,1,1,0,0,0,0,0,0,1
+0+1+2+1-1-1,7,2,0,1,5,3,6,1,4,1
+0+1+2+1-1-2,1,3,1,0,0,1,3,4,2,3
+0+1+2+1-2+1,2,0,2,5,2,1,2,1,1,4
+0+1+2+1-2+2,0,0,1,0,0,0,0,0,0,0
+0+1+2+1-2-1,0,2,1,2,1,4,3,1,1,4
+0+1+2+1-2-2,1,3,3,2,4,1,0,2,4,3
+0+1+2+1+0+1,87,87,122,116,89,118,107,109,160,159
+0+1+2+2+1+1,559,487,729,882,676,769,661,683,985,887
+0+1+2+2+1+2,152,131,187,202,174,242,196,204,308,262
+0+1+2+2+1-1,23,29,22,46,35,46,50,19,29,36
+0+1+2+2+1-2,9,11,14,18,8,19,7,8,15,17
+0+1+2+2+1+0,503,493,567,715,587,668,611,615,800,678
+0+1+2+2+2+1,129,129,190,254,199,228,220,213,295,265
+0+1+2+2+2+2,203,206,262,380,233,333,252,267,481,458
+0+1+2+2+2-1,6,1,3,7,3,10,1,8,2,1
+0+1+2+2+2-2,3,1,4,2,3,0,1,8,0,1
+0+1+2+2-1+1,7,5,5,8,5,16,7,7,9,11
+0+1+2+2-1+2,5,0,2,0,0,1,1,0,0,1
+0+1+2+2-1-1,9,4,0,5,9,8,8,8,2,9
+0+1+2+2-1-2,1,1,2,3,6,5,1,2,4,3
+0+1+2+2-2+1,7,1,1,5,2,5,1,3,9,2
+0+1+2+2-2+2,0,1,2,1,0,0,0,1,0,3
+0+1+2+2-2-1,1,1,3,11,7,6,6,3,2,13
+0+1+2+2-2-2,4,4,3,4,8,8,2,2,9,9
+0+1+2+2+0+1,213,195,248,310,255,372,274,289,489,358
+0+1+2-1+1+1,2,1,1,1,2,0,2,0,5,1
+0+1+2-1+1+2,2,0,2,2,3,0,0,2,1,0
+0+1+2-1+1-1,0,0,1,1,0,0,1,2,1,1
+0+1+2-1+1-2,0,0,0,0,0,0,0,1,0,0
+0+1+2-1+2+1,2,0,1,0,0,2,0,0,1,0
+0+1+2-1+2+2,1,2,0,0,0,1,2,0,2,0
+0+1+2-1+2-1,0,0,0,0,0,0,0,1,1,0
+0+1+2-1+2-2,0,1,0,0,0,0,0,0,0,0
+0+1+2-1-1-2,0,0,0,0,0,0,1,0,1,0
+0+1+2-1+0+1,3,0,1,0,0,1,1,0,2,1
+0+1+2-2+1+1,1,0,1,3,3,0,0,1,3,3
+0+1+2-2+1+2,0,1,0,0,3,2,2,0,1,2
+0+1+2-2+1-1,0,2,0,0,2,0,1,0,0,1
+0+1+2-2+2+1,0,0,0,0,0,0,0,3,1,1
+0+1+2-2+2+2,0,1,0,0,2,0,0,0,0,1
+0+1+2-2+2-2,0,1,0,0,0,0,0,0,0,0
+0+1+2-2-2-1,0,0,0,0,0,0,0,0,1,0
+0+1+2-2+0+1,0,0,1,3,0,0,0,0,0,5
+0+1-1+1+1+1,31,31,39,80,47,30,27,37,27,47
+0+1-1+1+1+2,6,8,9,22,13,14,20,12,12,9
+0+1-1+1+1-1,1,4,0,1,0,1,3,1,0,0
+0+1-1+1+1-2,1,0,1,1,0,0,0,0,0,0
+0+1-1+1+1+0,23,21,30,35,35,27,27,38,25,33
+0+1-1+1+2+1,12,5,16,15,11,11,10,10,8,10
+0+1-1+1+2+2,17,14,16,18,20,15,26,21,15,21
+0+1-1+1-1+1,1,1,0,7,6,2,4,1,2,3
+0+1-1+1-1+2,2,0,0,0,0,1,0,0,0,0
+0+1-1+1-1-1,0,0,1,2,1,1,1,2,3,0
+0+1-1+1-1-2,1,0,0,1,0,0,0,2,1,1
+0+1-1+1-2+1,2,0,0,2,0,2,3,0,0,3
+0+1-1+1-2+2,0,0,1,0,0,0,0,0,0,0
+0+1-1+1-2-1,0,1,0,1,3,0,0,0,0,1
+0+1-1+1-2-2,0,1,0,4,0,0,0,0,2,0
+0+1-1+1+0+1,26,21,31,49,42,29,23,21,22,27
+0+1-1+2+1+1,3,3,9,3,4,3,5,4,4,2
+0+1-1+2+1+2,1,4,8,5,1,3,5,4,3,2
+0+1-1+2+1-1,1,0,0,0,1,1,0,1,0,1
+0+1-1+2+1-2,0,0,1,1,0,0,1,0,0,0
+0+1-1+2+1+0,10,4,5,1,13,7,14,7,3,4
+0+1-1+2+2+1,0,2,0,0,0,0,2,0,0,0
+0+1-1+2+2+2,1,1,4,4,2,2,3,1,5,4
+0+1-1+2-1+1,0,0,0,0,0,0,1,0,0,0
+0+1-1+2-1+2,1,0,0,0,0,0,0,0,0,0
+0+1-1+2-1-1,0,0,0,0,0,1,0,0,0,0
+0+1-1+2-2+1,0,0,0,0,0,0,0,2,0,0
+0+1-1+2-2-1,0,0,0,1,0,0,0,0,0,0
+0+1-1+2-2-2,0,0,0,0,0,0,1,0,0,0
+0+1-1+2+0+1,3,6,2,2,3,8,9,1,2,5
+0+1-1-1+1+1,10,13,13,18,22,21,18,15,14,27
+0+1-1-1+1+2,1,1,1,3,8,2,9,4,6,4
+0+1-1-1+1-1,2,2,2,4,2,4,1,0,2,1
+0+1-1-1+1-2,0,0,0,0,1,1,3,0,0,1
+0+1-1-1+1+0,5,3,17,14,14,23,15,12,14,22
+0+1-1-1+2+1,2,4,5,2,7,7,7,2,7,4
+0+1-1-1+2+2,11,8,9,10,10,9,14,5,6,10
+0+1-1-1+2-2,0,0,0,0,0,0,1,0,0,0
+0+1-1-1-1+1,2,1,0,0,2,1,0,0,0,4
+0+1-1-1-1+2,1,0,0,0,0,1,0,0,0,0
+0+1-1-1-1-1,0,0,0,2,5,3,1,1,0,3
+0+1-1-1-1-2,0,0,0,1,0,0,0,3,0,0
+0+1-1-1-2+1,0,0,0,0,0,1,0,0,1,0
+0+1-1-1-2-1,0,0,0,5,1,0,3,0,1,0
+0+1-1-1-2-2,3,0,0,1,1,0,1,1,4,0
+0+1-1-1+0+1,6,2,0,4,3,19,22,7,12,7
+0+1-1-2+1+1,3,7,10,16,10,18,7,7,3,12
+0+1-1-2+1+2,0,3,2,1,4,1,8,1,3,4
+0+1-1-2+1-1,0,1,0,0,1,0,0,0,1,2
+0+1-1-2+1-2,0,0,1,0,0,0,0,0,1,0
+0+1-1-2+2+1,0,3,2,3,4,1,4,0,1,7
+0+1-1-2+2+2,6,2,2,3,4,3,4,5,6,8
+0+1-1-2-1+1,0,0,0,1,1,0,1,1,0,2
+0+1-1-2-1-1,1,1,0,0,3,1,1,0,0,0
+0+1-1-2-1-2,1,1,0,0,0,0,3,2,0,0
+0+1-1-2-2+1,0,0,0,1,0,0,1,0,0,0
+0+1-1-2-2+2,0,0,0,0,0,0,1,0,0,0
+0+1-1-2-2-1,0,0,0,1,0,0,1,0,0,0
+0+1-1-2-2-2,1,0,0,4,1,0,1,0,0,1
+0+1-1-2+0+1,1,2,5,17,4,2,15,5,6,9
+0+1-2+1+1+1,18,16,18,28,23,10,11,5,6,6
+0+1-2+1+1+2,4,3,6,3,3,7,2,1,10,4
+0+1-2+1+1-1,0,1,0,0,2,0,1,0,2,0
+0+1-2+1+1-2,0,0,0,1,0,0,0,0,0,0
+0+1-2+1+1+0,9,5,7,12,13,13,12,8,13,3
+0+1-2+1+2+1,5,6,3,6,6,4,1,0,4,1
+0+1-2+1+2+2,9,9,7,11,11,3,6,6,12,3
+0+1-2+1-1+1,0,0,0,3,0,0,2,1,0,0
+0+1-2+1-1+2,0,0,0,0,0,0,0,0,1,0
+0+1-2+1-1-1,0,0,0,1,0,0,0,0,0,0
+0+1-2+1-1-2,0,0,1,0,0,0,0,0,1,0
+0+1-2+1-2+1,2,0,0,2,1,0,1,0,1,0
+0+1-2+1-2-1,0,0,0,0,1,0,0,0,2,0
+0+1-2+1-2-2,0,0,0,0,0,1,1,0,0,0
+0+1-2+1+0+1,17,4,14,19,13,13,19,8,9,5
+0+1-2+2+1+1,3,3,4,3,11,2,0,5,1,1
+0+1-2+2+1+2,2,0,0,5,2,2,1,1,1,5
+0+1-2+2+1-1,1,0,0,0,0,0,0,0,0,0
+0+1-2+2+1+0,6,16,2,0,7,4,1,4,1,7
+0+1-2+2+2+1,2,0,1,1,0,0,0,0,0,3
+0+1-2+2+2+2,3,4,0,1,3,2,0,3,1,2
+0+1-2+2-1+1,0,0,0,0,1,0,0,0,0,0
+0+1-2+2-1+2,0,1,1,0,0,0,0,0,0,0
+0+1-2+2-2+1,0,0,0,0,0,1,0,0,0,0
+0+1-2+2-2-1,0,0,0,3,0,0,0,0,0,0
+0+1-2+2+0+1,8,5,2,1,2,6,1,3,0,1
+0+1-2-1+1+1,8,9,7,10,15,4,3,6,8,9
+0+1-2-1+1+2,4,0,1,6,1,0,4,0,1,1
+0+1-2-1+1-1,0,1,1,1,3,0,0,0,1,0
+0+1-2-1+1-2,0,0,0,0,0,1,0,0,0,1
+0+1-2-1+1+0,18,8,17,23,24,5,24,12,12,19
+0+1-2-1+2+1,4,6,3,7,4,2,6,1,3,4
+0+1-2-1+2+2,2,3,1,5,4,1,8,4,1,4
+0+1-2-1+2-2,1,0,0,0,0,0,0,0,0,0
+0+1-2-1-1+1,0,0,0,0,1,1,0,0,1,1
+0+1-2-1-1-1,0,0,0,3,5,1,1,2,3,0
+0+1-2-1-1-2,0,0,0,1,0,1,0,2,0,0
+0+1-2-1-2+1,0,0,0,0,3,0,0,0,1,2
+0+1-2-1-2-1,1,1,0,4,3,0,1,0,0,1
+0+1-2-1-2-2,0,0,0,0,4,0,0,1,1,0
+0+1-2-1+0+1,0,9,2,1,8,4,2,8,7,9
+0+1-2-2+1+1,21,4,8,24,24,7,7,12,14,5
+0+1-2-2+1+2,3,2,5,2,2,5,0,14,6,4
+0+1-2-2+1-1,1,2,0,0,10,0,1,2,0,0
+0+1-2-2+1-2,1,0,1,0,1,1,2,1,0,0
+0+1-2-2+1+0,8,9,12,12,15,7,8,15,14,6
+0+1-2-2+2+1,3,3,7,7,7,2,4,3,4,6
+0+1-2-2+2+2,6,1,8,7,7,8,5,6,7,8
+0+1-2-2-1+1,0,2,0,2,1,1,1,0,0,0
+0+1-2-2-1+2,0,0,0,0,0,1,0,0,0,0
+0+1-2-2-1-1,1,0,0,4,2,0,1,1,1,0
+0+1-2-2-1-2,1,0,0,0,0,0,0,0,1,0
+0+1-2-2-2+1,2,0,0,3,0,0,0,2,0,2
+0+1-2-2-2-1,0,1,1,0,1,0,1,1,0,1
+0+1-2-2-2-2,1,0,0,2,5,0,0,1,3,1
+0+1-2-2+0+1,6,4,4,8,9,7,11,16,5,10
+0+1+0+1+1+1,672,699,1110,1402,1403,1045,1157,1046,1093,1180
+0+1+0+1+2+1,419,355,569,644,715,609,736,720,745,748
+0+1+0+1+2+2,486,358,543,734,759,714,704,796,835,876
+0+1+0+1-1+1,38,33,49,61,65,42,62,35,36,60
+0+1+0+1-1+2,8,3,5,11,4,8,6,8,5,5
+0+1+0+1-1-1,12,2,2,8,27,12,18,7,9,13
+0+1+0+1-2+1,18,16,16,31,19,21,30,6,25,14
+0+1+0+1-2+2,3,1,5,4,1,4,6,7,4,5
+0+1+0+1-2-1,5,10,7,14,37,13,20,22,7,15
+0+1+0+1-2-2,5,5,7,17,20,7,4,5,20,6
+0+1+0+1+0+1,1013,946,1516,1627,2061,1575,1810,1674,1785,1747
+0+2+1+1+1+1,57,53,96,63,79,118,91,78,106,119
+0+2+1+1+1+2,14,4,24,11,11,33,15,16,30,14
+0+2+1+1+1-1,1,0,0,5,3,5,3,3,1,9
+0+2+1+1+1-2,1,1,0,2,3,1,1,2,1,2
+0+2+1+1+1+0,100,57,131,131,137,190,139,133,191,160
+0+2+1+1+2+1,49,78,76,83,69,121,78,85,103,116
+0+2+1+1+2+2,69,60,56,70,80,128,90,64,107,111
+0+2+1+1+2-1,4,0,0,5,6,2,1,2,1,3
+0+2+1+1+2-2,1,0,0,0,0,1,1,1,1,1
+0+2+1+1+2+0,15,19,26,41,52,33,59,45,49,53
+0+2+1+1-1+1,1,0,4,5,1,3,1,6,1,5
+0+2+1+1-1+2,0,0,2,0,0,0,0,0,1,0
+0+2+1+1-1-1,1,2,0,0,1,2,2,0,1,3
+0+2+1+1-1-2,0,0,0,10,1,0,0,0,1,3
+0+2+1+1-2+1,1,1,2,0,0,1,1,1,0,1
+0+2+1+1-2+2,0,0,0,0,0,1,0,0,0,0
+0+2+1+1-2-1,1,3,0,0,2,1,0,0,0,1
+0+2+1+1-2-2,1,0,0,2,4,5,5,1,0,2
+0+2+1+1+0+1,38,77,73,66,53,107,84,53,104,101
+0+2+1+2+1+1,27,27,48,53,40,52,43,44,51,58
+0+2+1+2+1+2,18,16,20,21,9,26,12,21,21,19
+0+2+1+2+1-1,0,1,0,1,2,2,1,1,7,1
+0+2+1+2+1-2,0,0,0,0,0,3,3,0,1,1
+0+2+1+2+1+0,62,45,52,55,68,81,106,90,103,78
+0+2+1+2+2+1,17,38,47,50,33,57,56,33,56,56
+0+2+1+2+2+2,54,65,77,69,49,96,104,78,86,89
+0+2+1+2+2-1,1,0,6,1,0,1,1,1,0,1
+0+2+1+2+2-2,0,0,0,0,4,1,2,0,0,0
+0+2+1+2-1+1,1,2,2,2,0,1,3,2,2,4
+0+2+1+2-1+2,0,0,0,1,1,1,1,1,0,1
+0+2+1+2-1-1,0,1,0,0,1,1,1,0,1,1
+0+2+1+2-1-2,0,1,0,1,0,0,1,2,1,0
+0+2+1+2-2+1,0,0,0,1,0,0,0,1,0,2
+0+2+1+2-2+2,0,0,0,0,2,2,0,0,1,0
+0+2+1+2-2-1,0,0,0,0,0,1,0,0,1,2
+0+2+1+2-2-2,0,0,0,0,0,3,1,5,2,3
+0+2+1+2+0+1,21,42,36,40,18,42,49,29,58,46
+0+2+1-1+1+1,0,0,0,0,1,3,2,1,6,2
+0+2+1-1+1+2,0,0,0,0,0,0,0,1,0,0
+0+2+1-1+1-1,0,1,0,0,2,2,0,0,1,1
+0+2+1-1+1+0,4,0,4,1,3,7,3,6,7,4
+0+2+1-1+2+1,4,1,0,3,1,4,2,1,1,1
+0+2+1-1+2+2,1,1,1,2,0,1,0,3,2,3
+0+2+1-1+2-1,0,0,0,0,0,0,0,1,1,0
+0+2+1-1+2-2,0,0,0,0,0,0,0,0,0,2
+0+2+1-1-1-2,0,0,0,0,0,0,0,0,0,1
+0+2+1-1+0+1,1,0,1,0,1,1,1,0,1,4
+0+2+1-2+1+1,0,0,1,1,0,0,0,0,0,1
+0+2+1-2+1-1,0,0,0,0,0,1,0,0,0,0
+0+2+1-2+1-2,0,0,0,0,1,1,0,1,0,0
+0+2+1-2+1+0,1,1,3,1,2,2,3,1,4,1
+0+2+1-2+2+1,0,1,0,0,0,0,2,0,0,1
+0+2+1-2+2+2,1,0,0,0,1,0,1,0,2,1
+0+2+1-2+2-1,0,0,0,0,0,0,0,0,1,0
+0+2+1-2-2-1,0,0,0,0,0,0,1,0,0,0
+0+2+1-2-2-2,0,0,1,0,0,0,0,0,0,0
+0+2+1-2+0+1,2,2,1,0,0,0,0,0,0,0
+0+2+1+0+1+1,38,16,55,28,29,68,39,33,49,58
+0+2+1+0+1+2,7,4,10,9,4,13,11,9,16,12
+0+2+1+0+1-1,2,0,0,2,5,6,3,3,3,4
+0+2+1+0+1-2,2,0,2,0,2,3,2,1,1,2
+0+2+1+0+1+0,172,102,169,157,216,263,252,225,285,250
+0+2+1+0+2+1,29,30,69,58,44,48,59,38,58,54
+0+2+1+0+2+2,26,26,57,42,34,68,72,33,85,91
+0+2+1+0+2-1,1,2,2,1,0,2,0,2,1,1
+0+2+1+0+2-2,0,0,1,3,2,1,1,0,0,2
+0+2+1+0-1+1,3,0,1,0,0,1,0,1,1,3
+0+2+1+0-1+2,1,0,0,0,0,0,1,0,0,0
+0+2+1+0-1-1,1,3,0,0,0,2,1,2,0,1
+0+2+1+0-1-2,0,1,1,1,0,0,1,0,0,1
+0+2+1+0-2+1,0,0,0,2,0,0,1,0,1,2
+0+2+1+0-2+2,0,0,0,1,0,0,0,0,0,4
+0+2+1+0-2-1,1,0,1,0,3,0,1,1,1,1
+0+2+1+0-2-2,0,0,1,0,0,2,6,2,2,1
+0+2+1+0+0+1,21,19,44,26,18,43,49,29,64,58
+0+2+2+1+1+1,19,19,27,34,19,30,30,16,41,42
+0+2+2+1+1+2,4,2,6,4,6,0,10,2,7,3
+0+2+2+1+1-1,0,1,3,0,1,3,4,0,2,4
+0+2+2+1+1-2,0,0,0,1,1,2,1,2,0,1
+0+2+2+1+1+0,64,33,42,49,45,88,89,53,93,91
+0+2+2+1+2+1,43,32,38,53,28,57,50,48,47,48
+0+2+2+1+2+2,27,13,23,25,31,35,25,23,61,67
+0+2+2+1+2-1,0,1,1,0,0,2,1,0,1,2
+0+2+2+1+2-2,0,0,2,0,1,1,0,1,0,2
+0+2+2+1+2+0,17,21,37,34,51,61,66,53,67,45
+0+2+2+1-1+1,0,0,1,0,1,2,0,0,2,1
+0+2+2+1-1-1,0,0,0,0,0,0,0,0,0,1
+0+2+2+1-1-2,0,1,0,0,0,0,1,0,0,1
+0+2+2+1-2+1,0,1,0,0,0,0,1,0,0,0
+0+2+2+1-2-1,0,2,0,0,0,0,0,0,0,0
+0+2+2+1-2-2,0,0,0,0,0,1,1,0,1,2
+0+2+2+1+0+1,15,18,24,13,15,17,31,20,30,38
+0+2+2+2+1+1,54,44,54,66,52,69,62,58,89,82
+0+2+2+2+1+2,24,18,25,22,13,18,36,14,41,23
+0+2+2+2+1-1,3,7,2,7,2,5,6,2,2,3
+0+2+2+2+1-2,0,0,1,2,1,5,1,1,3,0
+0+2+2+2+1+0,138,98,106,161,115,178,152,159,198,211
+0+2+2+2+2+1,79,86,89,148,81,150,115,108,136,159
+0+2+2+2+2+2,103,96,127,155,134,198,145,137,223,213
+0+2+2+2+2-1,1,2,0,4,6,5,2,5,0,6
+0+2+2+2+2-2,0,1,1,3,3,0,2,4,0,3
+0+2+2+2+2+0,58,64,59,88,81,83,82,74,81,84
+0+2+2+2-1+1,2,0,0,1,1,1,2,3,3,3
+0+2+2+2-1+2,1,0,0,0,0,0,2,0,0,0
+0+2+2+2-1-1,3,1,0,1,0,0,3,0,0,2
+0+2+2+2-1-2,0,0,0,0,0,0,0,0,0,1
+0+2+2+2-2+1,5,0,0,0,0,0,0,0,2,2
+0+2+2+2-2-1,1,2,1,0,1,0,0,1,0,0
+0+2+2+2-2-2,1,0,0,0,0,5,1,0,2,0
+0+2+2+2+0+1,32,43,39,47,29,60,49,51,81,90
+0+2+2-1+1+1,2,0,0,0,0,0,0,0,0,0
+0+2+2-1+1+2,0,0,0,0,0,0,0,0,1,0
+0+2+2-1+1+0,2,1,1,0,1,1,0,0,1,2
+0+2+2-1+2+1,1,0,0,0,0,0,0,0,0,0
+0+2+2-1+2+2,0,2,0,1,0,0,0,0,2,0
+0+2+2-1-1-2,0,0,0,0,0,0,0,0,0,1
+0+2+2-2+1+0,1,2,0,0,1,0,0,0,0,1
+0+2+2-2+2+1,0,0,1,2,0,0,0,0,0,1
+0+2+2-2+2+2,0,0,0,0,0,0,0,0,1,0
+0+2+2-2+2-1,0,0,0,0,1,0,0,0,0,0
+0+2+2-2+2-2,0,0,0,0,0,0,1,0,0,0
+0+2+2-2+0+1,0,0,0,0,0,0,0,0,0,2
+0+2+2+0+1+1,8,6,9,6,6,7,8,10,27,8
+0+2+2+0+1+2,3,3,3,2,2,4,1,2,5,1
+0+2+2+0+2+1,10,9,21,16,9,15,14,12,14,11
+0+2+2+0+2+2,10,9,11,22,8,24,20,13,32,23
+0+2+2+0-1+1,0,1,0,0,0,0,0,0,0,0
+0+2+2+0+0+1,6,2,12,7,6,12,12,9,13,14
+0+2+2+0+0+2,0,1,1,1,0,0,2,0,0,2
+0+2-1+1+1+1,8,4,1,15,8,12,1,3,1,5
+0+2-1+1+1+2,0,2,1,1,0,6,3,0,1,3
+0+2-1+1+1-1,0,0,0,0,0,1,1,0,0,0
+0+2-1+1+1-2,0,0,0,1,1,0,0,0,0,0
+0+2-1+1+1+0,5,7,1,5,5,7,10,5,3,5
+0+2-1+1+2+1,7,1,5,5,7,1,3,3,1,3
+0+2-1+1+2+2,5,2,2,2,2,9,2,3,4,4
+0+2-1+1+2+0,1,0,3,1,1,4,6,3,2,2
+0+2-1+1-1+1,2,0,0,1,1,1,2,0,0,0
+0+2-1+1-1-1,0,0,0,0,1,0,0,0,0,0
+0+2-1+1-1-2,0,0,0,0,1,0,0,0,0,1
+0+2-1+1-2+1,0,0,0,0,0,1,0,0,0,0
+0+2-1+1-2+2,0,0,0,0,0,0,1,0,0,0
+0+2-1+1-2-1,0,0,0,0,0,1,0,0,0,0
+0+2-1+1-2-2,0,0,0,1,0,0,1,0,1,0
+0+2-1+1+0+1,2,5,5,7,6,5,4,5,0,4
+0+2-1+1+0+2,0,1,0,1,1,1,5,1,1,0
+0+2-1+2+1+1,0,0,2,2,3,1,0,2,2,0
+0+2-1+2+1+2,0,0,0,0,0,0,3,0,0,0
+0+2-1+2+1+0,3,0,1,0,0,1,2,2,3,0
+0+2-1+2+2+1,0,1,5,0,0,1,0,1,1,0
+0+2-1+2+2+2,0,1,2,1,2,1,4,1,0,1
+0+2-1+2+2+0,1,0,0,0,1,6,2,1,1,0
+0+2-1+2-1+1,0,0,0,0,1,0,0,0,0,0
+0+2-1+2-1+2,0,0,0,0,0,1,0,0,0,0
+0+2-1+2-2+2,0,0,0,0,1,0,0,0,0,0
+0+2-1+2+0+1,0,0,0,1,2,2,1,2,0,0
+0+2-1+2+0+2,0,2,0,0,1,1,2,1,2,0
+0+2-1-1+1+1,3,1,1,1,1,3,1,3,1,0
+0+2-1-1+1+2,0,1,0,0,0,0,2,0,0,0
+0+2-1-1+1-1,0,1,0,0,0,0,0,0,0,0
+0+2-1-1+1+0,2,1,4,2,2,5,7,2,3,2
+0+2-1-1+2+1,3,2,1,1,0,1,0,1,0,2
+0+2-1-1+2+2,0,1,0,1,1,2,3,0,0,3
+0+2-1-1+2-1,0,0,0,0,0,0,0,1,0,0
+0+2-1-1+2+0,0,1,0,0,1,0,0,0,0,2
+0+2-1-1-1-1,0,0,0,0,1,1,1,0,0,0
+0+2-1-1-1-2,0,0,1,0,0,0,1,0,0,0
+0+2-1-1-2+2,0,0,0,0,0,0,1,0,0,0
+0+2-1-1-2-1,1,0,0,0,0,1,0,0,0,2
+0+2-1-1-2-2,0,0,0,0,1,0,1,1,0,0
+0+2-1-1+0+1,0,1,0,0,1,1,2,2,0,1
+0+2-1-1+0+2,1,1,0,0,0,0,0,0,0,0
+0+2-1-2+1+1,1,1,0,1,0,1,0,0,1,1
+0+2-1-2+1-1,0,0,0,1,0,0,0,2,0,0
+0+2-1-2+1-2,0,0,0,0,1,0,1,0,0,0
+0+2-1-2+1+0,3,1,2,4,1,0,1,1,3,4
+0+2-1-2+2+1,0,2,2,2,0,0,2,0,0,7
+0+2-1-2+2+2,0,1,0,2,0,2,0,2,0,1
+0+2-1-2-1+2,0,0,0,0,1,0,0,0,0,0
+0+2-1-2-1-2,0,0,0,1,0,0,0,0,1,0
+0+2-1-2-2-1,0,0,0,0,0,0,1,0,0,0
+0+2-1-2+0+1,1,1,0,2,0,0,0,0,0,0
+0+2-1-2+0+2,0,0,0,0,0,1,0,0,0,0
+0+2-2+1+1+1,5,1,1,6,1,3,0,4,0,1
+0+2-2+1+1+2,2,0,0,0,0,1,2,0,0,0
+0+2-2+1+1+0,0,0,0,1,1,1,5,0,4,1
+0+2-2+1+2+1,1,2,0,1,0,2,1,0,3,1
+0+2-2+1+2+2,3,0,2,1,1,2,3,1,2,1
+0+2-2+1+2+0,0,0,0,0,0,2,2,0,0,1
+0+2-2+1-1+2,0,0,0,1,0,0,0,0,0,0
+0+2-2+1-2+1,0,0,0,1,1,1,0,0,1,0
+0+2-2+1-2+2,0,0,0,0,0,0,0,0,1,0
+0+2-2+1-2-2,0,0,0,0,0,1,0,0,1,0
+0+2-2+1+0+1,1,1,4,1,0,0,0,0,1,1
+0+2-2+1+0+2,1,0,0,1,0,0,2,0,2,0
+0+2-2+2+1+1,0,1,0,0,3,0,0,1,0,0
+0+2-2+2+1+2,1,0,0,0,2,0,1,1,0,0
+0+2-2+2+1-1,0,0,0,0,0,0,0,1,0,0
+0+2-2+2+1+0,1,2,0,1,0,0,0,0,0,1
+0+2-2+2+2+1,1,0,1,2,0,0,0,0,0,1
+0+2-2+2+2+2,4,1,0,0,3,1,0,0,0,0
+0+2-2+2+2+0,1,2,0,1,0,0,1,0,0,1
+0+2-2+2-1-2,0,1,0,0,0,0,0,0,0,0
+0+2-2+2+0+1,0,0,0,0,0,1,4,0,0,1
+0+2-2+2+0+2,1,0,0,0,0,0,0,1,0,1
+0+2-2-1+1+1,0,0,0,2,1,0,1,1,1,0
+0+2-2-1+1+2,0,0,0,0,0,0,0,0,0,1
+0+2-2-1+1-1,0,0,0,0,1,0,0,0,0,0
+0+2-2-1+1+0,3,0,0,3,2,0,1,4,1,4
+0+2-2-1+2+1,2,2,0,1,0,0,4,0,0,3
